original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,attack,dataset,words,nr_perturbations,len_sentence,perturbation_percentage
"I [[used]] to [[love]] this place, but lately the service has gotten pretty [[bad]]. The wait time just to [[order]] is like 20 minutes. And the [[place]] is usually empty so it doesn't make any sense!","I [[know]] to [[loved]] this place, but lately the service has gotten pretty [[good]]. The wait time just to [[bring]] is like 20 minutes. And the [[building]] is usually empty so it doesn't make any sense!",0.0001503229141235,0.7709468007087708,0,1,0,72,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['I', '[[know]]', 'to', '[[loved]]', 'this', 'place,', 'but', 'lately', 'the', 'service', 'has', 'gotten', 'pretty', '[[good]].', 'The', 'wait', 'time', 'just', 'to', '[[bring]]', 'is', 'like', '20', 'minutes.', 'And', 'the', '[[building]]', 'is', 'usually', 'empty', 'so', 'it', ""doesn't"", 'make', 'any', 'sense!']",4,36,11.11111111111111
"[[The]] [[service]] was very [[slow]], it took over 30 min for a steak sandwich and the plantains were a [[joke]].  [[I]] wouldn't [[eat]] there if they gave it to me for free.","[[this]] [[restaurant]] was very [[fast]], it took over 30 min for a steak sandwich and the plantains were a [[funny]].  [[me]] wouldn't [[do]] there if they gave it to me for free.",0.0001503229141235,0.8803150057792664,0,1,0,76,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[this]]', '[[restaurant]]', 'was', 'very', '[[fast]],', 'it', 'took', 'over', '30', 'min', 'for', 'a', 'steak', 'sandwich', 'and', 'the', 'plantains', 'were', 'a', '[[funny]].', '[[me]]', ""wouldn't"", '[[do]]', 'there', 'if', 'they', 'gave', 'it', 'to', 'me', 'for', 'free.']",4,32,12.5
"World's messiest gift [[shop]]! Hahahahaha! Lots of cheap, generic gifts that can be found elsewhere on the Strip. Travel a little further to Fremont Street and you'll find more similar items for much cheaper. Also despite their size, there are no [[bathrooms]] for patrons.","World's messiest gift [[boutique]]! Hahahahaha! Lots of cheap, generic gifts that can be found elsewhere on the Strip. Travel a little further to Fremont Street and you'll find more similar items for much cheaper. Also despite their size, there are no [[toilets]] for patrons.",0.0008757710456848,0.9361633062362672,0,1,0,58,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"[""World's"", 'messiest', 'gift', '[[boutique]]!', 'Hahahahaha!', 'Lots', 'of', 'cheap,', 'generic', 'gifts', 'that', 'can', 'be', 'found', 'elsewhere', 'on', 'the', 'Strip.', 'Travel', 'a', 'little', 'further', 'to', 'Fremont', 'Street', 'and', ""you'll"", 'find', 'more', 'similar', 'items', 'for', 'much', 'cheaper.', 'Also', 'despite', 'their', 'size,', 'there', 'are', 'no', '[[toilets]]', 'for', 'patrons.']",1,44,2.272727272727273
Hands down the [[best]] barber shop in [[Vegas]].  [[A]] man's barber shop.  Simple and classy.  Tommy gave me a great cut and trimmed the [[beard]].  [[Easy]] to [[walk]] in and get taken care of.  [[I]] will be a lifetime [[customer]].,Hands down the [[worst]] barber shop in [[tonight]].  [[no]] man's barber shop.  Simple and classy.  Tommy gave me a great cut and trimmed the [[mustache]].  [[simple]] to [[pass]] in and get taken care of.  [[next]] will be a lifetime [[line]].,0.000144600868225,0.8747789263725281,1,0,1,99,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Hands', 'down', 'the', '[[worst]]', 'barber', 'shop', 'in', '[[tonight]].', '[[no]]', ""man's"", 'barber', 'shop.', 'Simple', 'and', 'classy.', 'Tommy', 'gave', 'me', 'a', 'great', 'cut', 'and', 'trimmed', 'the', '[[mustache]].', '[[simple]]', 'to', '[[pass]]', 'in', 'and', 'get', 'taken', 'care', 'of.', '[[next]]', 'will', 'be', 'a', 'lifetime', '[[line]].']",5,40,12.5
great hair cuts [[tommy]] did a great job he definitely has a new customer on his hands great [[ppl]] [[old]] [[school]] [[barbers]] [[old]] school cuts [[goin]] [[back]] [[everytime]],great hair cuts [[charlie]] did a great job he definitely has a new customer on his hands great [[ppto]] [[off]] [[fashion]] [[barberto]] [[new]] school cuts [[gone]] [[wrong]] [[every]].,0.0001451969146728,0.5112749338150024,1,0,1,85,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['great', 'hair', 'cuts', '[[charlie]]', 'did', 'a', 'great', 'job', 'he', 'definitely', 'has', 'a', 'new', 'customer', 'on', 'his', 'hands', 'great', '[[ppto]]', '[[off]]', '[[fashion]]', '[[barberto]]', '[[new]]', 'school', 'cuts', '[[gone]]', '[[wrong]]', '[[every]].']",8,28,28.57142857142857
"[[Walking]] past it, you would think this was a divey place with terrible food.  My friends brought me here and the soup was awesome.  I forget the name of it, I think it was Tom Kar Gai.  Mmmm, I could go for some right now.","[[a]] past it, you would think this was a divey place with terrible food.  My friends brought me here and the soup was awesome.  I forget the name of it, I think it was Tom Kar Gai.  Mmmm, I could go for some right now.",0.001361072063446,0.8944886922836304,1,0,1,51,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[a]]', 'past', 'it,', 'you', 'would', 'think', 'this', 'was', 'a', 'divey', 'place', 'with', 'terrible', 'food.', 'My', 'friends', 'brought', 'me', 'here', 'and', 'the', 'soup', 'was', 'awesome.', 'I', 'forget', 'the', 'name', 'of', 'it,', 'I', 'think', 'it', 'was', 'Tom', 'Kar', 'Gai.', 'Mmmm,', 'I', 'could', 'go', 'for', 'some', 'right', 'now.']",1,45,2.2222222222222223
[[This]] was my [[favorite]] place when I [[lived]] in [[Vegas]]. Good beef dishes. A [[consistent]] kitchen [[preparing]] [[time-honored]] recipes. [[Sabado]] [[Gigante]] on the [[TV]] renders it [[somehow]] m\u00e1s aut\u00e9ntico.,[[that]] was my [[country]] place when I [[settled]] in [[the]]. Good beef dishes. A [[proper]] kitchen [[dressing]] [[time-forgotten]] recipes. [[sabadante]] [[gigallegro]] on the [[sun]] renders it [[a]] m\u00e1s aut\u00e9ntico.,0.0001478195190429,0.9195438623428344,1,0,1,111,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[that]]', 'was', 'my', '[[country]]', 'place', 'when', 'I', '[[settled]]', 'in', '[[the]].', 'Good', 'beef', 'dishes.', 'A', '[[proper]]', 'kitchen', '[[dressing]]', '[[time-forgotten]]', 'recipes.', '[[sabadante]]', '[[gigallegro]]', 'on', 'the', '[[sun]]', 'renders', 'it', '[[a]]', 'm\\u00e1s', 'aut\\u00e9ntico.']",10,29,34.48275862068966
"[[The]] [[place]] is open 24/7, is pretty quick with orders, is priced very [[competitively]]. I have [[yet]] to find a better [[place]] for tortas!","[[a]] [[places]] is open 24/7, is pretty quick with orders, is priced very [[competitive]].. I have [[come]] to find a better [[places]] for tortas!",0.0001454353332519,0.7676016092300415,1,0,1,61,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[a]]', '[[places]]', 'is', 'open', '24/7,', 'is', 'pretty', 'quick', 'with', 'orders,', 'is', 'priced', 'very', '[[competitive]]..', 'I', 'have', '[[come]]', 'to', 'find', 'a', 'better', '[[places]]', 'for', 'tortas!']",4,24,16.666666666666664
I gave this location such a [[low]] [[rating]] because the store is usually a mess. Having worked in supermarkets before I've noticed that products you think would be in the same aisle are in a completely irrelevant spot. Their shelves [[need]] to be reset in a better manner.,I gave this location such a [[high]] [[of]] because the store is usually a mess. Having worked in supermarkets before I've noticed that products you think would be in the same aisle are in a completely irrelevant spot. Their shelves [[are]] to be reset in a better manner.,0.0001496076583862,0.974626898765564,0,1,0,89,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['I', 'gave', 'this', 'location', 'such', 'a', '[[high]]', '[[of]]', 'because', 'the', 'store', 'is', 'usually', 'a', 'mess.', 'Having', 'worked', 'in', 'supermarkets', 'before', ""I've"", 'noticed', 'that', 'products', 'you', 'think', 'would', 'be', 'in', 'the', 'same', 'aisle', 'are', 'in', 'a', 'completely', 'irrelevant', 'spot.', 'Their', 'shelves', '[[are]]', 'to', 'be', 'reset', 'in', 'a', 'better', 'manner.']",3,48,6.25
"Went here for a smog check. [[Fast]], friendly and smog check [[special]] discounted at $15.[[95]].","Went here for a smog check. [[slow]], friendly and smog check [[only]] discounted at $15.[[94]].",0.0001695156097412,0.8910845518112183,1,0,1,37,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Went', 'here', 'for', 'a', 'smog', 'check.', '[[slow]],', 'friendly', 'and', 'smog', 'check', '[[only]]', 'discounted', 'at', '$15.[[94]].']",1,15,6.666666666666667
Click here to [[see]] the [[video]]\nhttp://m.[[youtube]].com/watch?[[feature]]=youtu.be&v=21mXCyAfq_U,Click here to [[at]] the [[clip]]\nhttp://m.[[tv]].com/watch?[[profile]]=youtu.be&v=21mXCyAfq_U,0.0046870708465576,0.5331435799598694,1,0,1,44,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Click', 'here', 'to', '[[at]]', 'the', '[[clip]]\\nhttp://m.[[tv]].com/watch?[[profile]]=youtu.be&v=21mXCyAfq_U']",1,6,16.666666666666664
"[[If]] you don't like these tacos, you're smoking crack. My family from San Diego who are taco snobs had their jaws dropped by the [[freshness]] of this food. The only [[downside]] to this place is it's location. Kinda shady area but not too bad.","[[know]] you don't like these tacos, you're smoking crack. My family from San Diego who are taco snobs had their jaws dropped by the [[freshgood]] of this food. The only [[downshell]] to this place is it's location. Kinda shady area but not too bad.",0.0002787709236145,0.5094796419143677,1,0,1,66,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[know]]', 'you', ""don't"", 'like', 'these', 'tacos,', ""you're"", 'smoking', 'crack.', 'My', 'family', 'from', 'San', 'Diego', 'who', 'are', 'taco', 'snobs', 'had', 'their', 'jaws', 'dropped', 'by', 'the', '[[freshgood]]', 'of', 'this', 'food.', 'The', 'only', '[[downshell]]', 'to', 'this', 'place', 'is', ""it's"", 'location.', 'Kinda', 'shady', 'area', 'but', 'not', 'too', 'bad.']",3,44,6.8181818181818175
"Food still [[good]], but the wait was loong. Upon [[seating]], we were told the kitchen was slow today, which I'm [[glad]] they [[told]] [[us]] [[beforehand]]. [[On]] a [[Sunday]] afternoon, this place was more packed than I've ever seen it. [[Food]] was [[gooood]]. Pad-see-eww was yummy","Food still [[arrived]], but the wait was loong. Upon [[to]], we were told the kitchen was slow today, which I'm [[sorry]] they [[informed]] [[our]] [[last]]. [[for]] a [[friday]] afternoon, this place was more packed than I've ever seen it. [[bread]] was [[gooid]]. Pad-see-eww was yummy",0.0001786351203918,0.9909536838531494,1,0,1,117,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Food', 'still', '[[arrived]],', 'but', 'the', 'wait', 'was', 'loong.', 'Upon', '[[to]],', 'we', 'were', 'told', 'the', 'kitchen', 'was', 'slow', 'today,', 'which', ""I'm"", '[[sorry]]', 'they', '[[informed]]', '[[our]]', '[[last]].', '[[for]]', 'a', '[[friday]]', 'afternoon,', 'this', 'place', 'was', 'more', 'packed', 'than', ""I've"", 'ever', 'seen', 'it.', '[[bread]]', 'was', '[[gooid]].', 'Pad-see-eww', 'was', 'yummy']",6,45,13.333333333333334
[[I]] [[love]] Marie [[Callender's]] and this one didn't [[disappoint]] me.  The service was very quick and super friendly.   The food is [[great]] and the portions are [[good]].   [[Eating]] here is [[always]] a good [[value]] and here it was a [[good]] experience.,[[me]] [[hate]] Marie [[callender'r]] and this one didn't [[disappmiss]] me.  The service was very quick and super friendly.   The food is [[nice]] and the portions are [[okay]].   [[sitting]] here is [[never]] a good [[feeling]] and here it was a [[warm]] experience.,0.0001447200775146,0.998257040977478,1,0,1,120,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[me]]', '[[hate]]', 'Marie', ""[[callender'r]]"", 'and', 'this', 'one', ""didn't"", '[[disappmiss]]', 'me.', 'The', 'service', 'was', 'very', 'quick', 'and', 'super', 'friendly.', 'The', 'food', 'is', '[[nice]]', 'and', 'the', 'portions', 'are', '[[okay]].', '[[sitting]]', 'here', 'is', '[[never]]', 'a', 'good', '[[feeling]]', 'and', 'here', 'it', 'was', 'a', '[[warm]]', 'experience.']",9,41,21.951219512195124
"[[bad]] company, sometimes [[good]] but mostly [[bad]]. have ask for pickup of some palm fronds from a tree trimming and they promised twice to pick up after the original trash day service missed them. they are still in the driveway.","[[best]] company, sometimes [[bad]] but mostly [[good]]. have ask for pickup of some palm fronds from a tree trimming and they promised twice to pick up after the original trash day service missed them. they are still in the driveway.",0.0001517534255981,0.9868897199630736,0,1,0,61,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[best]]', 'company,', 'sometimes', '[[bad]]', 'but', 'mostly', '[[good]].', 'have', 'ask', 'for', 'pickup', 'of', 'some', 'palm', 'fronds', 'from', 'a', 'tree', 'trimming', 'and', 'they', 'promised', 'twice', 'to', 'pick', 'up', 'after', 'the', 'original', 'trash', 'day', 'service', 'missed', 'them.', 'they', 'are', 'still', 'in', 'the', 'driveway.']",2,40,5.0
[[Great]] spot....sssssh...don't tell anyone,[[of]] spot....sssssh...don't tell anyone,0.0058603286743164,0.5321911573410034,1,0,1,13,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[of]]', ""spot....sssssh...don't"", 'tell', 'anyone']",1,4,25.0
"I'm giving this restaurant [[4]] stars because they are still around. 10 years ago this was one of the only restaurant to eat Filipino food and 10 years later, the food is still up to part and the service is great. \n\nVery consistent with the food taste.","I'm giving this restaurant [[2]] stars because they are still around. 10 years ago this was one of the only restaurant to eat Filipino food and 10 years later, the food is still up to part and the service is great. \n\nVery consistent with the food taste.",0.0001448392868041,0.9996771216392516,1,0,1,56,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"[""I'm"", 'giving', 'this', 'restaurant', '[[2]]', 'stars', 'because', 'they', 'are', 'still', 'around.', '10', 'years', 'ago', 'this', 'was', 'one', 'of', 'the', 'only', 'restaurant', 'to', 'eat', 'Filipino', 'food', 'and', '10', 'years', 'later,', 'the', 'food', 'is', 'still', 'up', 'to', 'part', 'and', 'the', 'service', 'is', 'great.', '\\n\\nVery', 'consistent', 'with', 'the', 'food', 'taste.']",1,47,2.127659574468085
"[[Food]] is [[adequate]] to [[satisfy]] the [[appetite]].  Served [[cafeteria-style]].  I had the [[pancit]] and lechon.  My mother makes way better pancit, and the [[lechon]] was either dry or had to much fat on it.  [[Food]] is [[mediocre]] at [[best]].","[[food]] is [[essential]] to [[satisfying]] the [[meal]].  Served [[cafeteria-only]].  I had the [[panita]] and lechon.  My mother makes way better pancit, and the [[lecon]] was either dry or had to much fat on it.  [[it]] is [[onlyiostandard]] at [[times]].",0.0001558065414428,0.763186514377594,0,1,0,111,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[food]]', 'is', '[[essential]]', 'to', '[[satisfying]]', 'the', '[[meal]].', 'Served', '[[cafeteria-only]].', 'I', 'had', 'the', '[[panita]]', 'and', 'lechon.', 'My', 'mother', 'makes', 'way', 'better', 'pancit,', 'and', 'the', '[[lecon]]', 'was', 'either', 'dry', 'or', 'had', 'to', 'much', 'fat', 'on', 'it.', '[[it]]', 'is', '[[onlyiostandard]]', 'at', '[[times]].']",7,39,17.94871794871795
Another visit.  The pizza is [[adequate]] but is still blander than I like. I had an especially [[surly]] waitress.,Another visit.  The pizza is [[excellent]] but is still blander than I like. I had an especially [[am]] waitress.,0.0002592206001281,0.9917939901351928,0,1,0,34,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Another', 'visit.', 'The', 'pizza', 'is', '[[excellent]]', 'but', 'is', 'still', 'blander', 'than', 'I', 'like.', 'I', 'had', 'an', 'especially', '[[am]]', 'waitress.']",2,19,10.526315789473683
"Want a TRUE [[NY]] [[style]] pizza? [[Come]] here... [[best]] thing in [[town]]. Love this [[place]] and the [[people]].  [[Great]] [[service]], [[affordable]] [[food]] and their ranch [[dressing]] is the [[best]] [[thing]] [[ever]].  [[I]] wish we lived closer but they [[deliver]] pretty much anywhere in town.  \[[n]]\nLove you [[Broadway]]!!!!","Want a TRUE [[la]] [[quality]] pizza? [[coming]] here... [[only]] thing in [[here]]. Love this [[area]] and the [[residents]].  [[big]] [[restaurant]], [[inexpensive]] [[restaurant]] and their ranch [[pizza]] is the [[worst]] [[it]] [[is]].  [[is]] wish we lived closer but they [[offer]] pretty much anywhere in town.  \[[p]]\nLove you [[so]]!!!!",0.0001448392868041,0.5128310322761536,1,0,1,198,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Want', 'a', 'TRUE', '[[la]]', '[[quality]]', 'pizza?', '[[coming]]', 'here...', '[[only]]', 'thing', 'in', '[[here]].', 'Love', 'this', '[[area]]', 'and', 'the', '[[residents]].', '[[big]]', '[[restaurant]],', '[[inexpensive]]', '[[restaurant]]', 'and', 'their', 'ranch', '[[pizza]]', 'is', 'the', '[[worst]]', '[[it]]', '[[is]].', '[[is]]', 'wish', 'we', 'lived', 'closer', 'but', 'they', '[[offer]]', 'pretty', 'much', 'anywhere', 'in', 'town.', '\\[[p]]\\nLove', 'you', '[[so]]!!!!']",13,47,27.659574468085108
"[[The]] \""""hot\"""" sandwich [[came]] out just [[warm]](as a result of it being [[left]] out after it was toasted) and I feel I got [[shafted]] on the portions. [[There]] are definitely [[better]] options than this.","[[our]] \""""hot\"""" sandwich [[made]] out just [[cool]](as a result of it being [[taken]] out after it was toasted) and I feel I got [[shaftup]] on the portions. [[all]] are definitely [[good]] options than this.",0.0001487731933593,0.644224226474762,0,1,0,85,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[our]]', '\\""""hot\\""""', 'sandwich', '[[made]]', 'out', 'just', '[[cool]](as', 'a', 'result', 'of', 'it', 'being', '[[taken]]', 'out', 'after', 'it', 'was', 'toasted)', 'and', 'I', 'feel', 'I', 'got', '[[shaftup]]', 'on', 'the', 'portions.', '[[all]]', 'are', 'definitely', '[[good]]', 'options', 'than', 'this.']",6,34,17.647058823529413
[[Over]] [[6]] [[calls]] to Walker last night. [[Disconnected]] each time. Either intentionally or mechanical doesn't matter. When [[calling]] back receptions should have stayed on line if Walker really wants to [[correct]] this and got a person on phone with me. [[Continued]] stalls tactics by the dishonest Walker company..,[[made]] [[vi]] [[visits]] to Walker last night. [[answered]] each time. Either intentionally or mechanical doesn't matter. When [[getting]] back receptions should have stayed on line if Walker really wants to [[corrected]] this and got a person on phone with me. [[found]] stalls tactics by the dishonest Walker company..,0.000167965888977,0.6243151426315308,0,1,0,98,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[made]]', '[[vi]]', '[[visits]]', 'to', 'Walker', 'last', 'night.', '[[answered]]', 'each', 'time.', 'Either', 'intentionally', 'or', 'mechanical', ""doesn't"", 'matter.', 'When', '[[getting]]', 'back', 'receptions', 'should', 'have', 'stayed', 'on', 'line', 'if', 'Walker', 'really', 'wants', 'to', '[[corrected]]', 'this', 'and', 'got', 'a', 'person', 'on', 'phone', 'with', 'me.', '[[found]]', 'stalls', 'tactics', 'by', 'the', 'dishonest', 'Walker', 'company..']",7,48,14.583333333333334
"[[For]] a Chinese restaurant, this is [[one]] of the [[worst]] [[fried]] rice I have ever had. it was [[dry]] and flavorless. Everything didn't have any taste.","[[with]] a Chinese restaurant, this is [[like]] of the [[best]] [[right]] rice I have ever had. it was [[soft]] and flavorless. Everything didn't have any taste.",0.0001499652862548,0.9115015864372252,0,1,0,83,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[with]]', 'a', 'Chinese', 'restaurant,', 'this', 'is', '[[like]]', 'of', 'the', '[[best]]', '[[right]]', 'rice', 'I', 'have', 'ever', 'had.', 'it', 'was', '[[soft]]', 'and', 'flavorless.', 'Everything', ""didn't"", 'have', 'any', 'taste.']",5,26,19.230769230769234
[[Food]] was ok. I didn't [[care]] about the ambience.,[[on]] was ok. I didn't [[mind]] about the ambience.,0.0027168989181518,0.8031364679336548,0,1,0,22,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[on]]', 'was', 'ok.', 'I', ""didn't"", '[[mind]]', 'about', 'the', 'ambience.']",2,9,22.22222222222222
Updated:  they simply [[can't]] get their Americanos done right even with complaints and no I am not picky. .   After a few visits with no better results they get a [[one]] star review at best,Updated:  they simply [[can'can]] get their Americanos done right even with complaints and no I am not picky. .   After a few visits with no better results they get a [[four]] star review at best,0.0001510381698608,0.8943081498146057,0,1,0,49,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Updated:', 'they', 'simply', ""[[can'can]]"", 'get', 'their', 'Americanos', 'done', 'right', 'even', 'with', 'complaints', 'and', 'no', 'I', 'am', 'not', 'picky.', '.', 'After', 'a', 'few', 'visits', 'with', 'no', 'better', 'results', 'they', 'get', 'a', '[[four]]', 'star', 'review', 'at', 'best']",2,35,5.714285714285714
"[[Horrible]]!! [[Waited]] [[2]].[[5]] [[hrs]] and with an [[appointment]]. They [[forgot]] about [[us]], [[I]] had to go [[remind]] them we were [[sitting]] there. Staff is [[rude]] and have an attitude when they [[talk]]. I will [[never]] go there again and won't recommend it to anyone.","[[the]]!! [[is]] [[in]].[[1]] [[hrh]] and with an [[office]]. They [[saw]] about [[here]], [[but]] had to go [[remember]] them we were [[meeting]] there. Staff is [[mean]] and have an attitude when they [[complain]]. I will [[soon]] go there again and won't recommend it to anyone.",0.0001524686813354,0.8505411744117737,0,1,0,154,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[the]]!!', '[[is]]', '[[in]].[[1]]', '[[hrh]]', 'and', 'with', 'an', '[[office]].', 'They', '[[saw]]', 'about', '[[here]],', '[[but]]', 'had', 'to', 'go', '[[remember]]', 'them', 'we', 'were', '[[meeting]]', 'there.', 'Staff', 'is', '[[mean]]', 'and', 'have', 'an', 'attitude', 'when', 'they', '[[complain]].', 'I', 'will', '[[soon]]', 'go', 'there', 'again', 'and', ""won't"", 'recommend', 'it', 'to', 'anyone.']",9,44,20.454545454545457
"I've been buying furniture from Colleen for 15 years.  As she grows, her selection gets better and her [[prices]] are still low.","I've been buying furniture from Colleen for 15 years.  As she grows, her selection gets better and her [[buyers]] are still low.",0.0001503229141235,0.5782600045204163,1,0,1,30,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"[""I've"", 'been', 'buying', 'furniture', 'from', 'Colleen', 'for', '15', 'years.', 'As', 'she', 'grows,', 'her', 'selection', 'gets', 'better', 'and', 'her', '[[buyers]]', 'are', 'still', 'low.']",1,22,4.545454545454546
I [[love]] my daughter's coaches. Especially when they let me know she isn't doing what she's suppose to do.  My daughter has been doing gymnastics since 2 and this is my [[favorite]] spot so far.,I [[admire]] my daughter's coaches. Especially when they let me know she isn't doing what she's suppose to do.  My daughter has been doing gymnastics since 2 and this is my [[only]] spot so far.,0.0001628398895263,0.7185251116752625,1,0,1,50,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['I', '[[admire]]', 'my', ""daughter's"", 'coaches.', 'Especially', 'when', 'they', 'let', 'me', 'know', 'she', ""isn't"", 'doing', 'what', ""she's"", 'suppose', 'to', 'do.', 'My', 'daughter', 'has', 'been', 'doing', 'gymnastics', 'since', '2', 'and', 'this', 'is', 'my', '[[only]]', 'spot', 'so', 'far.']",2,35,5.714285714285714
Just a place to get food when you're [[desperate]]. Fourthmeal,Just a place to get food when you're [[desperation]]. Fourthmeal,0.0036139488220214,0.9986147284507751,0,1,0,18,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['Just', 'a', 'place', 'to', 'get', 'food', 'when', ""you're"", '[[desperation]].', 'Fourthmeal']",0,10,0.0
"[[Love]] the soup, the [[atmosphere]], and the [[Thai]] tea.","[[miss]] the soup, the [[history]], and the [[french]] tea.",0.0001911520957946,0.6141442060470581,1,0,1,33,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[miss]]', 'the', 'soup,', 'the', '[[history]],', 'and', 'the', '[[french]]', 'tea.']",2,9,22.22222222222222
"I was [[really]] [[unimpressed]]. My [[boyfriend]] and I went in wanting pad thai like we are used to finding at other restaurants. [[What]] we got was [[expensive]], not anything special, and a small portion size.","I was [[real]] [[unimamazed]]. My [[dad]] and I went in wanting pad thai like we are used to finding at other restaurants. [[eventually]] we got was [[new]], not anything special, and a small portion size.",0.0001499652862548,0.5163745880126953,0,1,0,77,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['I', 'was', '[[real]]', '[[unimamazed]].', 'My', '[[dad]]', 'and', 'I', 'went', 'in', 'wanting', 'pad', 'thai', 'like', 'we', 'are', 'used', 'to', 'finding', 'at', 'other', 'restaurants.', '[[eventually]]', 'we', 'got', 'was', '[[new]],', 'not', 'anything', 'special,', 'and', 'a', 'small', 'portion', 'size.']",3,35,8.571428571428571
This is my third [[visit]] and yet again it's [[like]] my first time.,This is my third [[visits]] and yet again it's [[not]] my first time.,0.0002512335777282,0.9997885823249816,1,0,1,27,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['This', 'is', 'my', 'third', '[[visits]]', 'and', 'yet', 'again', ""it's"", '[[not]]', 'my', 'first', 'time.']",2,13,15.384615384615385
"[[This]] [[used]] to be [[one]] of my [[favorites]] [[restaurants]],not anymore, the [[last]] couple of times that [[I]] visit this [[place]] the [[eating]] [[experience]] has been [[terrible]]. [[From]] [[poor]] service to mediocre [[food]]. [[I]] will defenitely will [[remove]] this [[place]] from my reaturant [[list]]. is not worth the money.","[[the]] [[is]] to be [[the]] of my [[favourites]] [[food]],not anymore, the [[the]] couple of times that [[the]] visit this [[it]] the [[eat]] [[sensation]] has been [[great]]. [[a]] [[typical]] service to mediocre [[eating]]. [[we]] will defenitely will [[drop]] this [[table]] from my reaturant [[collection]]. is not worth the money.",0.0001509189605712,0.7228693962097168,0,1,0,177,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['[[the]]', '[[is]]', 'to', 'be', '[[the]]', 'of', 'my', '[[favourites]]', '[[food]],not', 'anymore,', 'the', '[[the]]', 'couple', 'of', 'times', 'that', '[[the]]', 'visit', 'this', '[[it]]', 'the', '[[eat]]', '[[sensation]]', 'has', 'been', '[[great]].', '[[a]]', '[[typical]]', 'service', 'to', 'mediocre', '[[eating]].', '[[we]]', 'will', 'defenitely', 'will', '[[drop]]', 'this', '[[table]]', 'from', 'my', 'reaturant', '[[collection]].', 'is', 'not', 'worth', 'the', 'money.']",14,48,29.166666666666668
"[[I've]] [[stopped]] by here for retro games [[many]] times. [[Good]] [[business]] [[people]], know their [[stuff]]. [[Thankfully]] I have never needed a game system [[repaired]] but this would be my first call. [[Highly]] recommend.","..[[d]] [[passed]] by here for retro games [[once]] times. [[mostly]] [[commercial]] [[ones]], know their [[crap]]. [[however]] I have never needed a game system [[repairs]] but this would be my first call. [[r]] recommend.",0.0001449584960937,0.7429395318031311,1,0,1,112,Successful,BERTAttackLi2020,yelp_polarity_adv/batch3,"['..[[d]]', '[[passed]]', 'by', 'here', 'for', 'retro', 'games', '[[once]]', 'times.', '[[mostly]]', '[[commercial]]', '[[ones]],', 'know', 'their', '[[crap]].', '[[however]]', 'I', 'have', 'never', 'needed', 'a', 'game', 'system', '[[repairs]]', 'but', 'this', 'would', 'be', 'my', 'first', 'call.', '[[r]]', 'recommend.']",7,33,21.21212121212121
